"Company Name","Top Addresses","Company Websites","Company Contact Info","Company Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Banzai La","2615 Pacific Park Dr Whittier Ca 90601 T 323 583 6020","","Phone Numbers: 3235836020 --- Emails: ","United States","1","Los Angeles, Ca","Kobe","732393","Kitchen Ware","1","1123","",""
"Barco International","C/O Imex Zone Logistics Inc San Juan Foreign Trade Zone 61 Road 165 Km 2 4 Guaynabo Pr 00968 Tel 203-373-1597","","Phone Numbers: 2033731597 --- Emails: ","United States","1","San Juan, Puerto Rico","Cartagena","732393","Kitchen Ware Xssn","1","15083","Rank Shipping Of P R Inc","Muelle 15 Calle Villa Verde San Juan P R 00908 Tel 787 722-4389 Julierankpr Com"
"Bco Quebec Incorporated","7297 Casgrain Avenue Montreal Queb Ec Canada 514 6517293 Telex: H2R 1Y2","","Phone Numbers: 5146517293 --- Emails: ","United States","1","Seattle, Wa","Yantian","732393","Stainless Steel","1","413","",""
"Best Promotional Gifts Llc","Tel409-370-3285 832-662-3753Add 2601 Westgate Dr Pearland Tx 7758","","Phone Numbers: 4093703285832662 --- Emails: ","United States","1","Houston, Tx","Ningpo","732393","Dryer Stainless Steel Kitchen Tool Cottganizer Rubber Mouse Pad Class Bottle","1","7849","Best Promotional Gifts Llc","Tel409-370-3285 832-662-3753Add 2601 Westgate Dr Pearland Tx 7758"
"Best Us Inc","36 54 Main St Fl 3 Unit 726 Flushing Ny 11354 4105 547","","Phone Numbers: 113544105547 --- Emails: ","United States","1","New York/Newark Area, Newark, Nj","Shekou","732393","Bain Marie Dish Rack Electric Iddle Fridge Magnet Fruit Vegetabl Dicing Machine Hamburger Machine Kick Ooter Kitchen Holder Mufflerplast Produts Screem Stainless Steel Holder","1","8500","Jl Customs Service Llc","9570 Santa Anita Ave Suite A Rancho Cucamonga Ca 91730"
"Bifrost International Corp","17800 Castleton St Ste 665 City Of Industry Ca 91748 Yaomy0329@163 Com July:001- 7184542809","163.com","Phone Numbers: 0017184542809 --- Emails: 91748 Yaomy0329@163 Com July","United States","1","Los Angeles, Ca","Ningpo","732393","Cup Cup","2","18500","Bifrost International Corp","17800 Castleton St Ste 665 City Of Industry Ca 91748 Yaomy0329@163 Com July:001- 7184542809"
"Blooming Gallery","1510 Delano St Houston Texas 77003 Usa713-398-3633 Lisa Tran","","Phone Numbers: 7133983633 --- Emails: ","United States","1","Houston, Tx","Yantian","732393","Mirrored Dining Tablestainless Steel Chairs Tainless Steel Marble Top Tablesfabric","1","7870","Blooming Gallery","1510 Delano St Houston Texas 77003 Usa713-398-3633 Lisa Tran"
"Blue Cargo Service","Inc 2525 Vista Industria #F Compton Ca 90221 United States Tel: 626-934-8886","","Phone Numbers: 6269348886 --- Emails: ","United States","1","Long Beach, Ca","Ningpo","732393","Stainless Steel Cup Stainless Steel Cup Pump Plastic Building Blocks Pet Mat Blanket Lint Rollers Massage Gun","1","15982","Blue Cargo Service Inc","2525 Vista Industria #F Compton Ca 90221 United States Tel: 626-934-8886"
"Blue Seaair Inc","421 Allen Ln Craig Co 81625 Blueseair@Yahoo Com Warren 1-9870689753","","Phone Numbers: 19870689753 --- Emails: 81625 Blueseair@Yahoo Com Warren","United States","1","Los Angeles, Ca","Yantian","732393","Retail Store Fixtures Declaration Does Any Solid Wood","1","13300","Blue Seaair Inc","21 Allen Ln Craig Co 81625 Blueseair@Yahoo Com Warren 1-9870689753"
"Blush Link Inc","71 S 1380 W Lindon Ut 84042 Ein No :86-1908215 Blushlink-Import@Outlook Com","outlook.com","Phone Numbers:  --- Emails: 86-1908215 Blushlink-Import@Outlook Com","United States","1","Long Beach, Ca","Shanghai","732393","Sleeping Bagcabinet Handlesplastic Storagestainless Steel Kettlesthis Nosolid Woodpacking Materias","1","13140","Blush Link Inc","71 S 1380 W Lindon Ut 84042 Ein No :86-1908215 Blushlink-Import@Outlook Com"
"Boiling Point Restaurant S Ca Inc","13668 Valley Blvd #C-2 City Of Industry Ca 91746 Tel: 626-5515181 Fax: 626-4654643","","Phone Numbers: 6264654643, 6265515181 --- Emails: ","United States","1","Los Angeles, Ca","Taipei","732393","Seasoning Kitchen Hardware Seasoning Kitchen Hardware Plastic Dry Sticker Mask","1","12661","Boiling Point Restaurant S Ca Inc","13668 Valley Blvd #C-2 City Of Industry Ca 91746 Tel: 626-5515181 Fax: 626-4654643"
"Bon Chef Inc","205 Route 94 Lafayette Nj 07848 Usa Tel: 973 383-8848 Fax: 973 383-1827","","Phone Numbers: 9733831827, 9733838848 --- Emails: ","United States","1","New York/Newark Area, Newark, Nj","","732393","Stainless Steel Cookware","1","716","Bon Chef Inc","205 Route 94 Lafayette Nj 07848 Usa"
"Bongiorno & Son Llc","1121 Golden Star Way Wake Forest N Phone: 310 625 8489","","Phone Numbers: 3106258489 --- Emails: ","United States","1","New York/Newark Area, Newark, Nj","Hong Kong","732393","Stainless Steel Cooking Pot","1","184","",""
"Boona Trade Inc","20 S Dawson Way Apt 14 Aurora Co 80012 Kevin Tel:806-706-8888 Ein:87-4011384","","Phone Numbers: 8067068888 --- Emails: ","United States","1","Los Angeles, Ca","Yantian","732393","Stainless Steel Kitchenware Declaration Does Any Solid Wood","1","16860","Qy Logistics Inc","335 N Baker Privado Ontario Ca 91764 806-706-8888 Qylogisticsinc@Gmail Com/Eden_Jsd@1"
"Borist Trade Co Ltd","1018 E Wishkah St Num 1021 Aberdeen Wa 98520 Unacoco@Qq Com Una: 703-910-7309","qq.com","Phone Numbers: 7039107309 --- Emails: 98520 Unacoco@Qq Com Una","United States","1","Los Angeles, Ca","Ningpo","732393","Tray Tray","2","19703","Borist Trade Co Ltd","1018 E Wishkah St Num 1021 Aberdeen Wa 98520 Unacoco@Qq Com Una: 703-910-7309"
"Brabantia Usa","Nc 340 North Avenue East 3Rd Floor Cranford Nj 07016 - U S A Jfkimports@Go2Tigers Com","go2tigers.com","Phone Numbers:  --- Emails: A Jfkimports@Go2Tigers Com","United States","1","Houston, Tx","Anvers","732393","Kitchenware Eitu Packs Straight Mixed Loads Kitchenware Fciu Packs Straight Mixed Loads Kitchenware Dthc Kitchenware","3","8583","Brabantia Usa","Nc 340 North Avenue East 3Rd Floor Cranford Nj 07016 - U S A Jfkimports@Go2Tigers Com"
"Bright Event Rentals","1640 W 190Th Street Torrance Ca 90501 415 570 0470 Usa","","Phone Numbers: 905014155700470 --- Emails: ","United States","1","Los Angeles, Ca","Kao Hsiung","732393","Table Kitchen Other House Hold Only Four Hundred Twenty Seven Table Kitchen Other House Hold Articles Stainless Steel Nickel Content Stpl","1","3489","Bright Event Rentals","1640 W 190Th Street Torrance Ca 90501 415 570 0470 Usa"
"Business Mail & Cargo Srl","Ave Abraham Lincoln 1009 Piantini Piantini Santo Domingo Dominican Republic Tel 809-334-1919","","Phone Numbers: 8093341919 --- Emails: ","United States","1","Oakland, Ca","Vancouver, Bc","732393","Stainless Steel Stainless Steel Tank","1","10892","Business Mail & Cargo Srl","Ave Abraham Lincoln 1009 Piantini Piantini Santo Domingo Dominican Republic Tel 809-334-1919"
"Cafune Boutique","7080 Rue Alexandra 107 Montreal Qc H2S 3J5 Canada Justin Crowder - 1 514 465 1965 / Homecafune Ca","","Phone Numbers: 15144651965 --- Emails: ","United States","1","Tacoma, Wa","Yantian","732393","Loveramics Gift Porcelain Ware Glass Cup Glass Jug Stainless Steel Dripper Stainless Steel Ware Plastic Stan Wood Platter Paper Leaflets Cotton","1","4734","Cafune Boutique","7080 Rue Alexandra 107 Montreal Qc H2S 3J5 Canada Justin Crowder - 1 514 465 1965 / Homecafune Ca"
"Cal Tony Llc","1017 E Las Tunas Drive Suite B San Gabriel Ca 91776 Us Attn:Larry Larry@Primedayinc Com","primedayinc.com","Phone Numbers:  --- Emails: Larry Larry@Primedayinc Com","United States","1","Los Angeles, Ca","Yantian","732393","Shelf Shelf","1","14215","Primeday Inc","127 N California Ave #A City Of Industry Ca 91744 Larry 6267160080 Email:Operation@Primedayinc Com"
"Calvin Waldner","6 Aspen Place White City Regina Sk S4L 0A3 Canada T:306 452 8100","","Phone Numbers: 3064528100 --- Emails: ","United States","1","Tacoma, Wa","Ningpo","732393","Stainless Steel Kettle","1","122","Calvin Waldner","6 Aspen Place White City Regina Sk S4L 0A3 Canada T:306 452 8100"
"Cancoras Norte Corp","Royal Ind Park Lote J-4 Carr 869 Km1 5 Bo Palmas Catano Pr 00962 Attn Eric Tel 787788-2264","","Phone Numbers: 7877882264 --- Emails: ","United States","1","San Juan, Puerto Rico","Caucedo","732393","Stainless Steel Cooking Equipment Stainless Steel Sink","1","3380","Same As Consignee","No Address"
"Candy Clouds Inc","3 Germay Dr Ste 5 Pmb 25207 Wilmington De 19804 Usa 626-4389074 Ein 87-2151853","","Phone Numbers: 6264389074 --- Emails: ","United States","1","Los Angeles, Ca","Shanghai","732393","Household","1","12523","Edward Transit Broker Inc","15000 Staff Ct Gardena Ca 90248 Tel:626-392-8731 Fax:310-965-0205 Email: Etebroker@Yahoo Com"
"Caraway Home Inc147 W 26Th","Floor4Newyork Ny10001 United 13475566188 Mark@Carawayhome Comstatesnewyork 10001-6817","carawayhome.comstatesnewyork.10001-6817","Phone Numbers:  --- Emails: 13475566188 Mark@Carawayhome Comstatesnewyork 10001-6817","United States","1","Los Angeles, Ca","Ningpo","761510","Cookware","3","16128","Caraway Home Inc147 W 26Th","Floor4Newyork Ny10001 United 13475566188 Mark@Carawayhome Comstates New York 10001-6817"
"Caribbean Retail Ventures Inc","Calle Gautier Benitez No 14 Caguas Pr 00725 Tel: 00218512618041","","Phone Numbers: 00218512618041 --- Emails: ","United States","1","San Juan, Puerto Rico","Port Bustamante","732393","Dust Bin Bath Accessories Statement Declarat Ion Without Any Responsibilityor Liability Carrier Dust Bin Ath Accessories Fob Istanbul Turkey Incoterms Documantary Credit Foot High Cube Dust Bin Bath Accessories Dust Bin Bath Accessories","4","30350","Caribbean Retail Ventures Inc","Calle Gautier Benitez No 14 Caguas Pr 00725 Tel: 00218512618041"
"Cca Guyana Inc","210 New Market Street Georgetown Town Tel: 592 227-6041; 592","","Phone Numbers: 5922276041 --- Emails: ","United States","1","New York/Newark Area, Newark, Nj","Algeciras","761510","Master Hawkins Futura Pressure Cookers Hawkin Pressure Cookers Stainless Steel Futura Hard Anodised Uminium Cookware Futura Nons Tick Aluminium Cookware Hawki Stainless Steel Cookware Cost Hawkins Spare Par Quantity Nos Bill Reight Days Free Ime Destination Place Delivery Georgetown Guya","1","3634","Cca Guyana Inc","210 New Market Street Georgetown Town Tel: 592 227-6041; 592"
"Chang Bo Usa","1003 Oakmead Dr Arlington Tx76011 Mr Baek Tel : 972 884-0878 / 602 770-0087","","Phone Numbers: 6027700087, 9728840878 --- Emails: ","United States","1","Los Angeles, Ca","Pusan","761510","Apzu Cotainer Aluminum Cookware Ddp Arlington Che Generic","1","11925","Chang Bo Usa","1003 Oakmead Dr Arlington Tx76011 Mr Baek Tel : 972 884-0878 / 602 770-0087"
"Charope Inc","85 West St 3Rd Floor Ste 4 Walpole Ma 02081 Usa Ein: 84-1886090 Contact: Mounir Ouhadi Mounir@Thras Com +1-857-234-1384","thras.com","Phone Numbers: +18572341384 --- Emails: Ouhadi Mounir@Thras Com","United States","1","Los Angeles, Ca","Ningpo","732393","Stainless Steel Cup","1","9602","Port Priority Bloomington Ca","855 W Valley Blvd Bloomington Ca United States"
"Chem Tek","8739 Troy St Spring Valley Ca 91977 8582761057","","Phone Numbers: 91977858276105 --- Emails: ","United States","1","Long Beach, Ca","Ningpo","732393","Stainless Steel Clamp Extrator Gasket","1","1128","Chem Tek","8739 Troy St Spring Valley Ca 91977 8582761057"
"Chens Kitchen And Bath Supply Inc","5300 Tonnelle Ave North Bergen N J 07047 Usa Tel:917 853 4848 Fax:201 864 3211","","Phone Numbers: 2018643211, 9178534848 --- Emails: ","United States","1","New York/Newark Area, Newark, Nj","Yantian","732393","Stainless Steel Hand Sink Kitchen Ware Stainless Steel Hand Sink Accessory Solid Wood","1","5990","Chens Kitchen And Bath Supply Inc","5300 Tonnelle Ave North Bergen N J 07047 Usa Tel:917 853 4848 Fax:201 864 3211"
"China Guo Yun Qing He Group Inc","120 Raskulinecz Rd Carteret Nj 07008-1000 Tel: 510 -396-2464","","Phone Numbers: 5103962464 --- Emails: ","United States","1","Los Angeles, Ca","Yantian","732393","Home Living Decorative Paintings Handmade Stainless Steel Kitchen Sink Bathroom Hardware Adapter Accessories Storage Bags Declaration Does Any Solid Wood","1","5988","Kimroute Forward Inc","14237 Don Julian Rd City Of Industry Ca91746 Name: Bonnie Ou Phone:909-223-8886"
"China Trade Specialists","200 Applebee St Suite 201 Barrington Illinois 60010 U S A Attn Steve Schneider Tel:310-930-7362","","Phone Numbers: 3109307362 --- Emails: ","United States","1","Los Angeles, Ca","Yantian","732393","Kitchenware Kitchenware","1","8300","Seko Logistics","1111 Chase Ave Elk Grove Village Il 60007 U S A Direct: 847-979-1114 Email:"
"Chxxd Trade Inc","6658 Edmondstown Drcolorado Spring S Co 80923Tel6263765868Vat No38-4","","Phone Numbers: 6263765868 --- Emails: ","United States","1","Long Beach, Ca","Ningpo","732393","Glass Artificial Christmas Tree","1","10855","Cn Usa Express Inc","12616 Yukon Ave Hawthorne Ca 90250 Tel6263765868Maillaxop01@Cnusae"
"Clipper Corp","5388 Airways Blvd Memphis Tn 38116 38116 Us","","Phone Numbers: 3811638116 --- Emails: ","United States","1","Savannah, Ga","Yantian","732393","Stainless Steel Cookware Solid Wood Wpm","7","49227","Clipper Corp","5388 Airways Blvd Memphis Tn 38116 38116 Us"
"Cmc Global Shipping Llc","13831 Northwest Freeway Suite #420 Houston Tx 77040 Office: 346-227-8129","","Phone Numbers: 3462278129 --- Emails: ","United States","1","Houston, Tx","Bremerhaven","732393","Kitchenware Kitchenware","1","9938","Cmc Global Shipping Llc","13831 Northwest Freeway Suite #420 Houston Tx 77040 Office: 346-227-8129"
"Cofun Trade Limited","109 Braid Street New Westminster Bc V3L5H4 Ca Cofun_Trading@Yeah Net","yeah.net","Phone Numbers:  --- Emails: Ca Cofun_Trading@Yeah Net","United States","1","Tacoma, Wa","Yantian","761510","Led Light Led Light Plastic Solid Wood Leo Xiejhtinfo","1","13327","Alltrade Solutions Co Ltd","R312 Haoxing Building Xinhua Road No 165 Huadu Distict Guangzhou City Guangdong Provice"
"Comercial Bella Sur S A","C Add: Cal Aristides Del Carpio Nro Lima Peru Tel:00511-5642766","","Phone Numbers: 005115642766 --- Emails: ","United States","1","Houston, Tx","Yantian","732393","Stainless Steel Trays Basin Stainless Steel Cookware Spoon Fork Knife","2","23113","Comercial Bella Sur S A","C Add: Cal Aristides Del Carpio Nro Lima Peru Tel:00511-5642766"
"Comet International","993 Flatbush Ave Brooklyn Ny 11226 Tel:17315992430 Fax:17182764431 Jacob@Cometinternationalltd Com Emilie@Cometinternationalltd Com","cometinternationalltd.com","Phone Numbers: 17315992430 --- Emails: 17182764431 Jacob@Cometinternationalltd Com Emilie","United States","1","New York/Newark Area, Newark, Nj","Yantian","761510","Aluminum Dish Drainer Commodity Gdsm Aluminum Dish Drainer Packed Into Plts Solid Wood","1","5418","Comet International","993 Flatbush Ave Brooklyn Ny 11226 Tel:17315992430 Fax:17182764431 Jacob@Cometinternationalltd Com Emilie@Cometinternationalltd Com"
"Company Docel Group Inc","Add: 7130 168Th St Fresh Meadows Ny 11365 Tel: 718-6752988 Email: Docel66@163 Com","163.com","Phone Numbers: 7186752988 --- Emails: Docel66@163 Com","United States","1","New York/Newark","Ningpo","732393","Stainless Steel Kitchenware Stainless Steel Kitchenware Art Craft Blanket Polyester Ceramic Kitchenware Clock","1","8800","Company Docel Group Inc","Add: 7130 168Th St Fresh Meadows Ny 11365 Tel: 718-6752988 Email: Docel66@163 Com"
"Company Name Tomorrow Digital Corp","Add:347S Stimson Ave City Of Industry 91744 Tel: 626-329-5673","","Phone Numbers: 6263295673 --- Emails: ","United States","1","Oakland, Ca","Yantian","732393","Strainer Strainer Solid Wood","1","10450","Company Name Jcr Logistics Inc","Add:347S Stimson Ave City Of Industry 91744 Attn: Rita/Sunny/Salina Tel: 6264130166"
"Compass Relocation","160-4311 Viking Way Richmond Brit Ish Columbia Canada 1 778 900 3280 Telex:1-778-900-0280 V6V 2K9","","Phone Numbers: 17789000280, 17789003280 --- Emails: ","United States","1","Seattle, Wa","Hong Kong","732393","Clothes Books Shoes Toy Kitchen Ware Chair","1","6077","Compass Relocation","160-4311 Viking Way Richmond Brit Ish Columbia Canada 1 778 900 3280 Telex:1-778-900-0280 V6V 2K9"
"Conair Corp Glendale Operat","7475 N Glen Harbor Blvd Arizona 8537475 N Glen Harbor Blvd Arizona 85307 U S A Tel 623-872-8 85307","","Phone Numbers: 623872885307 --- Emails: ","United States","1","Los Angeles, Ca","Shanghai","732393","Aluminum Cookware Stainless Steel Cookware","1","7328","Mallory Alexander International Logistics","777 Sunrise Highway Suite 310 11563777 Sunrise Highway Suite 310 11563Lynbrook Ny Us Tel 5 11563"
"Concepts In Time","45 West 36Th Street 4Th Floor New York Ny 100018 U S A Tel 212 -244 -1134 Fax 212 -244 - 1136","","Phone Numbers: 2122441134 --- Emails: ","United States","1","New York/Newark Area, Newark, Nj","Jawaharlal Nehru","732393","Handicrafts Stainless Steel Thousand Hundred Fourty Only Handicrafts Stainless Steel Dtd Dtd Xsferrislaufer","1","2446","Laufer Group","International Ltd 20 Vesey Street Suite 601 New York Ny 10007 Tel 212-945-6000 Direct 646-738-8788"
"Conglom In Airdrie","128 Gateway Drive Airdrie Alberta T4B 0J6 Mtadde@Conglom Com","conglom.com","Phone Numbers:  --- Emails: 0J6 Mtadde@Conglom Com","United States","1","Tacoma, Wa","Ningpo","761510","Aluminium Foil Aluminium Foil","1","5324","Dollarama L P","5805 Avenue Royalmount Mont-Royal Quebec H4P 0A1 P #514-737-1006"
"Cook Pro Inc","1885 Iowa Ave Riverside Ca 92507 Tel: +951 -6868282","","Phone Numbers: +9516868282 --- Emails: ","United States","1","Los Angeles, Ca","Kao Hsiung","732393","Articles Stainless Steel Thousand Only Table Kitchen Other Household Articles Thereof Stainless Steel Grade Iec","1","5980","Cook Pro Inc","1885 Iowa Ave Riverside Ca 92507 Tel: +951 -6868282"
"Craft Master Growlers Inc","2909 South Wilkenson Street Tacoma Tel 253-272-0362","","Phone Numbers: 2532720362 --- Emails: ","United States","1","Tacoma, Wa","Yantian","732393","Growler","1","4507","",""
"Creative Co Op Inc","6000 Freeport Avenue Suite#101 Memphis Tenn 38141 Attn: Sally Mcclung Phone: 901-333-0133 Ext 347","","Phone Numbers: 9013330133 --- Emails: ","United States","1","Los Angeles, Ca","Yantian","732393","Ceramic Resin Stainless Steel Lamp Ceramic Resin Stainless Steel Lamp Home Decoration Ceramic Resin Stainless Steel Lamp Measuring Spoon Tea Egg Tong Cruet Ornament Ccm Bvm Home Decoration Terra Cotta Stoneware Cement Vase Planter Bowl Mug Ornament Ccm Bvm Home Decoration Stoneware Cement Bowl Planter Canister Platter Ornament Ccm Bvm Sally Mcclung Creativecoop Nvo Ascentgl","4","27056","Ascent Global Logistics International Llc","Clark Tower Suite 2748 5100 Poplar Ave Memphis Tn 38137 Usa"
